"#Some of the genomic variants, genes, nucleic acid sequences, or genomic regions on this list, and their use in specific applications, may be protected by patents.  Customers are advised to determine whether they are required to obtain licenses from the party that owns or controls such patents in order to use the product in Customer's specific application.  Unless expressly stated otherwise in writing by Illumina, Customer, and not Illumina, is solely responsible for obtaining such licenses."""					
#Project ID: 119538					
#Project Name: TS_Cancer_V2_Beta					
#Manifest Type: Regions					
#Target Region Count: 1895					
[Header]					
Manifest Version	2				
KIT.chr4.55604575.55604740	chr4	55604575	55604740	0	0
FAM175A.chr4.84383602.84384075	chr4	84383602	84384075	0	0
FAM175A.chr4.84384627.84384781	chr4	84384627	84384781	0	0
FAM175A.chr4.84388587.84388711	chr4	84388587	84388711	0	0
FAM175A.chr4.84390165.84390324	chr4	84390165	84390324	0	0
FAM175A.chr4.84391336.84391569	chr4	84391336	84391569	0	0
FAM175A.chr4.84393355.84393461	chr4	84393355	84393461	0	0
FAM175A.chr4.84397776.84397852	chr4	84397776	84397852	0	0
FAM175A.chr4.84403287.84403417	chr4	84403287	84403417	0	0
FAM175A.chr4.84406119.84406245	chr4	84406119	84406245	0	0
SDHA.chr5.218451.218553	chr5	218451	218553	0	0
SDHA.chr5.223577.223703	chr5	223577	223703	0	0
SDHA.chr5.224455.224656	chr5	224455	224656	0	0
SDHA.chr5.225514.225697	chr5	225514	225697	0	0
SDHA.chr5.225978.226182	chr5	225978	226182	0	0
SDHA.chr5.228280.228468	chr5	228280	228468	0	0
SDHA.chr5.230971.231135	chr5	230971	231135	0	0
SDHA.chr5.233572.233780	chr5	233572	233780	0	0
SDHA.chr5.235239.235474	chr5	235239	235474	0	0
SDHA.chr5.236523.236734	chr5	236523	236734	0	0
SDHA.chr5.240453.240611	chr5	240453	240611	0	0
SDHA.chr5.251087.251238	chr5	251087	251238	0	0
SDHA.chr5.251433.251603	chr5	251433	251603	0	0
SDHA.chr5.254488.254641	chr5	254488	254641	0	0
SDHA.chr5.256429.256555	chr5	256429	256555	0	0
TERT.chr5.1253823.1253966	chr5	1253823	1253966	0	0
TERT.chr5.1254463.1254640	chr5	1254463	1254640	0	0
TERT.chr5.1255382.1255546	chr5	1255382	1255546	0	0
TERT.chr5.1258693.1258794	chr5	1258693	1258794	0	0
TERT.chr5.1260569.1260735	chr5	1260569	1260735	0	0
TERT.chr5.1264499.1264727	chr5	1264499	1264727	0	0
TERT.chr5.1266559.1266670	chr5	1266559	1266670	0	0
TERT.chr5.1268615.1268768	chr5	1268615	1268768	0	0
TERT.chr5.1271214.1271339	chr5	1271214	1271339	0	0
TERT.chr5.1272280.1272415	chr5	1272280	1272415	0	0
TERT.chr5.1278736.1278931	chr5	1278736	1278931	0	0
TERT.chr5.1279386.1279605	chr5	1279386	1279605	0	0
TERT.chr5.1280253.1280473	chr5	1280253	1280473	0	0
TERT.chr5.1282524.1282759	chr5	1282524	1282759	0	0
TERT.chr5.1293408.1294801	chr5	1293408	1294801	0	0
TERT.chr5.1294866.1295182	chr5	1294866	1295182	0	0
MSH3.chr5.79950527.79950803	chr5	79950527	79950803	0	0
MSH3.chr5.79952210.79952370	chr5	79952210	79952370	0	0
MSH3.chr5.79960942.79961202	chr5	79960942	79961202	0	0
MSH3.chr5.79965896.79966148	chr5	79965896	79966148	0	0
MSH3.chr5.79968043.79968199	chr5	79968043	79968199	0	0
MSH3.chr5.79968540.79968697	chr5	79968540	79968697	0	0
MSH3.chr5.79970782.79970967	chr5	79970782	79970967	0	0
MSH3.chr5.79974726.79974932	chr5	79974726	79974932	0	0
MSH3.chr5.80021252.80021404	chr5	80021252	80021404	0	0
MSH3.chr5.80024650.80024804	chr5	80024650	80024804	0	0
MSH3.chr5.80037263.80037387	chr5	80037263	80037387	0	0
MSH3.chr5.80040305.80040454	chr5	80040305	80040454	0	0
MSH3.chr5.80057345.80057517	chr5	80057345	80057517	0	0
MSH3.chr5.80063732.80063959	chr5	80063732	80063959	0	0
MSH3.chr5.80064634.80064842	chr5	80064634	80064842	0	0
MSH3.chr5.80071493.80071597	chr5	80071493	80071597	0	0
MSH3.chr5.80074519.80074675	chr5	80074519	80074675	0	0
MSH3.chr5.80083364.80083511	chr5	80083364	80083511	0	0
MSH3.chr5.80088532.80088683	chr5	80088532	80088683	0	0
MSH3.chr5.80109383.80109580	chr5	80109383	80109580	0	0
MSH3.chr5.80149929.80150155	chr5	80149929	80150155	0	0
MSH3.chr5.80160612.80160781	chr5	80160612	80160781	0	0
MSH3.chr5.80168915.80169126	chr5	80168915	80169126	0	0
MSH3.chr5.80171550.80171698	chr5	80171550	80171698	0	0
APC.chr5.112043182.112043599	chr5	112043182	112043599	0	0
APC.chr5.112073536.112073642	chr5	112073536	112073642	0	0
APC.chr5.112074030.112074177	chr5	112074030	112074177	0	0
APC.chr5.112090550.112090742	chr5	112090550	112090742	0	0
APC.chr5.112102003.112102127	chr5	112102003	112102127	0	0
APC.chr5.112102866.112103107	chr5	112102866	112103107	0	0
APC.chr5.112111306.112111454	chr5	112111306	112111454	0	0
APC.chr5.112116467.112116620	chr5	112116467	112116620	0	0
APC.chr5.112128123.112128246	chr5	112128123	112128246	0	0
APC.chr5.112136956.112137100	chr5	112136956	112137100	0	0
APC.chr5.112151172.112151310	chr5	112151172	112151310	0	0
APC.chr5.112154643.112155061	chr5	112154643	112155061	0	0
APC.chr5.112157573.112157708	chr5	112157573	112157708	0	0
APC.chr5.112162785.112162964	chr5	112162785	112162964	0	0
APC.chr5.112163606.112163723	chr5	112163606	112163723	0	0
APC.chr5.112164533.112164689	chr5	112164533	112164689	0	0
APC.chr5.112170628.112170882	chr5	112170628	112170882	0	0
APC.chr5.112173230.112181956	chr5	112173230	112181956	0	0
RAD50.chr5.131892997.131893165	chr5	131892997	131893165	0	0
RAD50.chr5.131894956.131895079	chr5	131894956	131895079	0	0
RAD50.chr5.131911449.131911640	chr5	131911449	131911640	0	0
RAD50.chr5.131914989.131915214	chr5	131914989	131915214	0	0
RAD50.chr5.131915534.131915778	chr5	131915534	131915778	0	0
RAD50.chr5.131923234.131923402	chr5	131923234	131923402	0	0
RAD50.chr5.131923596.131923801	chr5	131923596	131923801	0	0
RAD50.chr5.131924359.131924592	chr5	131924359	131924592	0	0
RAD50.chr5.131925303.131925549	chr5	131925303	131925549	0	0
RAD50.chr5.131926896.131927118	chr5	131926896	131927118	0	0
RAD50.chr5.131927549.131927746	chr5	131927549	131927746	0	0
RAD50.chr5.131930541.131930756	chr5	131930541	131930756	0	0
RAD50.chr5.131931245.131931522	chr5	131931245	131931522	0	0
RAD50.chr5.131938972.131939201	chr5	131938972	131939201	0	0
RAD50.chr5.131939592.131939758	chr5	131939592	131939758	0	0
RAD50.chr5.131940478.131940711	chr5	131940478	131940711	0	0
RAD50.chr5.131944287.131944437	chr5	131944287	131944437	0	0
RAD50.chr5.131944789.131944921	chr5	131944789	131944921	0	0
RAD50.chr5.131944955.131945108	chr5	131944955	131945108	0	0
RAD50.chr5.131951675.131951842	chr5	131951675	131951842	0	0
RAD50.chr5.131953742.131954006	chr5	131953742	131954006	0	0
RAD50.chr5.131972787.131972912	chr5	131972787	131972912	0	0
RAD50.chr5.131973753.131973935	chr5	131973753	131973935	0	0
RAD50.chr5.131976344.131976517	chr5	131976344	131976517	0	0
RAD50.chr5.131977850.131978076	chr5	131977850	131978076	0	0
SPINK1.chr5.147204204.147204289	chr5	147204204	147204289	0	0
SPINK1.chr5.147207565.147207711	chr5	147207565	147207711	0	0
SPINK1.chr5.147209142.147209213	chr5	147209142	147209213	0	0
SPINK1.chr5.147211066.147211280	chr5	147211066	147211280	0	0
NSD1.chr5.176562085.176563051	chr5	176562085	176563051	0	0
NSD1.chr5.176618865.176619040	chr5	176618865	176619040	0	0
NSD1.chr5.176631101.176631313	chr5	176631101	176631313	0	0
NSD1.chr5.176636617.176639216	chr5	176636617	176639216	0	0
NSD1.chr5.176662802.176662966	chr5	176662802	176662966	0	0
NSD1.chr5.176665218.176665528	chr5	176665218	176665528	0	0
NSD1.chr5.176666737.176666886	chr5	176666737	176666886	0	0
NSD1.chr5.176671176.176671291	chr5	176671176	176671291	0	0
NSD1.chr5.176673659.176673817	chr5	176673659	176673817	0	0
NSD1.chr5.176675162.176675345	chr5	176675162	176675345	0	0
NSD1.chr5.176678711.176678874	chr5	176678711	176678874	0	0
NSD1.chr5.176683932.176684172	chr5	176683932	176684172	0	0
NSD1.chr5.176686970.176687189	chr5	176686970	176687189	0	0
NSD1.chr5.176694543.176694739	chr5	176694543	176694739	0	0
NSD1.chr5.176696583.176696828	chr5	176696583	176696828	0	0
NSD1.chr5.176700653.176700805	chr5	176700653	176700805	0	0
NSD1.chr5.176707546.176707855	chr5	176707546	176707855	0	0
NSD1.chr5.176709446.176709602	chr5	176709446	176709602	0	0
NSD1.chr5.176710768.176710949	chr5	176710768	176710949	0	0
NSD1.chr5.176715800.176715946	chr5	176715800	176715946	0	0
NSD1.chr5.176718935.176719179	chr5	176718935	176719179	0	0
NSD1.chr5.176720813.176722480	chr5	176720813	176722480	0	0
FANCE.chr6.35420303.35420590	chr6	35420303	35420590	0	0
FANCE.chr6.35423504.35424150	chr6	35423504	35424150	0	0
FANCE.chr6.35425313.35425397	chr6	35425313	35425397	0	0
FANCE.chr6.35425673.35425781	chr6	35425673	35425781	0	0
FANCE.chr6.35426054.35426237	chr6	35426054	35426237	0	0
FANCE.chr6.35427088.35427251	chr6	35427088	35427251	0	0
FANCE.chr6.35427439.35427557	chr6	35427439	35427557	0	0
FANCE.chr6.35428309.35428415	chr6	35428309	35428415	0	0
FANCE.chr6.35430546.35430711	chr6	35430546	35430711	0	0
FANCE.chr6.35434001.35434139	chr6	35434001	35434139	0	0
PMS2.chr7.6013010.6013193	chr7	6013010	6013193	0	0
PMS2.chr7.6017199.6017408	chr7	6017199	6017408	0	0
PMS2.chr7.6018207.6018347	chr7	6018207	6018347	0	0
PMS2.chr7.6022435.6022642	chr7	6022435	6022642	0	0
PMS2.chr7.6026370.6027271	chr7	6026370	6027271	0	0
PMS2.chr7.6029411.6029606	chr7	6029411	6029606	0	0
PMS2.chr7.6031584.6031708	chr7	6031584	6031708	0	0
PMS2.chr7.6035145.6035284	chr7	6035145	6035284	0	0
PMS2.chr7.6036937.6037074	chr7	6036937	6037074	0	0
PMS2.chr7.6038719.6038926	chr7	6038719	6038926	0	0
PMS2.chr7.6042064.6042287	chr7	6042064	6042287	0	0
PMS2.chr7.6043301.6043443	chr7	6043301	6043443	0	0
PMS2.chr7.6043583.6043709	chr7	6043583	6043709	0	0
PMS2.chr7.6045503.6045682	chr7	6045503	6045682	0	0
PMS2.chr7.6048608.6048670	chr7	6048608	6048670	0	0
RINT1.chr7.105172743.105172824	chr7	105172743	105172824	0	0
RINT1.chr7.105173251.105173336	chr7	105173251	105173336	0	0
RINT1.chr7.105176992.105177216	chr7	105176992	105177216	0	0
RINT1.chr7.105182835.105183116	chr7	105182835	105183116	0	0
RINT1.chr7.105187337.105187550	chr7	105187337	105187550	0	0
RINT1.chr7.105187611.105187800	chr7	105187611	105187800	0	0
RINT1.chr7.105188981.105189177	chr7	105188981	105189177	0	0
RINT1.chr7.105190482.105190632	chr7	105190482	105190632	0	0
RINT1.chr7.105190688.105190953	chr7	105190688	105190953	0	0
RINT1.chr7.105191997.105192174	chr7	105191997	105192174	0	0
RINT1.chr7.105195455.105195694	chr7	105195455	105195694	0	0
RINT1.chr7.105204160.105204414	chr7	105204160	105204414	0	0
RINT1.chr7.105205704.105205924	chr7	105205704	105205924	0	0
RINT1.chr7.105205957.105206115	chr7	105205957	105206115	0	0
RINT1.chr7.105207546.105207778	chr7	105207546	105207778	0	0
MET.chr7.116339119.116340358	chr7	116339119	116340358	0	0
MET.chr7.116371702.116371933	chr7	116371702	116371933	0	0
MET.chr7.116379984.116380158	chr7	116379984	116380158	0	0
MET.chr7.116380886.116381099	chr7	116380886	116381099	0	0
MET.chr7.116395389.116395589	chr7	116395389	116395589	0	0
MET.chr7.116397471.116397613	chr7	116397471	116397613	0	0
MET.chr7.116397672.116397848	chr7	116397672	116397848	0	0
MET.chr7.116398493.116398694	chr7	116398493	116398694	0	0
MET.chr7.116399371.116399564	chr7	116399371	116399564	0	0
MET.chr7.116403084.116403342	chr7	116403084	116403342	0	0
MET.chr7.116409679.116409865	chr7	116409679	116409865	0	0
MET.chr7.116411532.116411728	chr7	116411532	116411728	0	0
MET.chr7.116411883.116412063	chr7	116411883	116412063	0	0
MET.chr7.116414915.116415185	chr7	116414915	116415185	0	0
MET.chr7.116417423.116417543	chr7	116417423	116417543	0	0
MET.chr7.116418810.116419031	chr7	116418810	116419031	0	0
MET.chr7.116422022.116422171	chr7	116422022	116422171	0	0
MET.chr7.116423338.116423543	chr7	116423338	116423543	0	0
MET.chr7.116435689.116435865	chr7	116435689	116435865	0	0
MET.chr7.116435921.116436198	chr7	116435921	116436198	0	0
POT1.chr7.124463996.124464148	chr7	124463996	124464148	0	0
POT1.chr7.124465286.124465431	chr7	124465286	124465431	0	0
POT1.chr7.124467248.124467379	chr7	124467248	124467379	0	0
POT1.chr7.124469288.124469416	chr7	124469288	124469416	0	0
POT1.chr7.124475313.124475488	chr7	124475313	124475488	0	0
POT1.chr7.124481007.124481252	chr7	124481007	124481252	0	0
POT1.chr7.124482841.124483037	chr7	124482841	124483037	0	0
POT1.chr7.124486976.124487072	chr7	124486976	124487072	0	0
POT1.chr7.124491906.124492025	chr7	124491906	124492025	0	0
POT1.chr7.124493006.124493212	chr7	124493006	124493212	0	0
POT1.chr7.124498991.124499186	chr7	124498991	124499186	0	0
POT1.chr7.124503384.124503714	chr7	124503384	124503714	0	0
POT1.chr7.124510945.124511115	chr7	124510945	124511115	0	0
POT1.chr7.124532300.124532454	chr7	124532300	124532454	0	0
POT1.chr7.124537199.124537247	chr7	124537199	124537247	0	0
XRCC2.chr7.152345707.152346468	chr7	152345707	152346468	0	0
XRCC2.chr7.152357766.152357887	chr7	152357766	152357887	0	0
XRCC2.chr7.152373106.152373184	chr7	152373106	152373184	0	0
NBN.chr8.90947790.90947860	chr8	90947790	90947860	0	0
NBN.chr8.90949234.90949323	chr8	90949234	90949323	0	0
NBN.chr8.90955461.90955614	chr8	90955461	90955614	0	0
NBN.chr8.90958348.90958543	chr8	90958348	90958543	0	0
NBN.chr8.90960032.90960140	chr8	90960032	90960140	0	0
NBN.chr8.90965452.90965939	chr8	90965452	90965939	0	0
NBN.chr8.90967491.90967803	chr8	90967491	90967803	0	0
NBN.chr8.90970933.90971102	chr8	90970933	90971102	0	0
NBN.chr8.90976618.90976755	chr8	90976618	90976755	0	0
NBN.chr8.90982572.90982805	chr8	90982572	90982805	0	0
NBN.chr8.90983381.90983538	chr8	90983381	90983538	0	0
NBN.chr8.90990428.90990571	chr8	90990428	90990571	0	0
NBN.chr8.90992942.90993141	chr8	90992942	90993141	0	0
NBN.chr8.90993583.90993771	chr8	90993583	90993771	0	0
NBN.chr8.90994930.90995103	chr8	90994930	90995103	0	0
NBN.chr8.90996733.90996809	chr8	90996733	90996809	0	0
RECQL4.chr8.145736794.145736958	chr8	145736794	145736958	0	0
RECQL4.chr8.145737044.145737192	chr8	145737044	145737192	0	0
RECQL4.chr8.145737274.145737470	chr8	145737274	145737470	0	0
RECQL4.chr8.145737507.145737727	chr8	145737507	145737727	0	0
RECQL4.chr8.145737755.145737964	chr8	145737755	145737964	0	0
RECQL4.chr8.145738005.145738174	chr8	145738005	145738174	0	0
RECQL4.chr8.145738210.145738541	chr8	145738210	145738541	0	0
RECQL4.chr8.145738581.145738787	chr8	145738581	145738787	0	0
RECQL4.chr8.145738749.145738884	chr8	145738749	145738884	0	0
RECQL4.chr8.145738935.145739116	chr8	145738935	145739116	0	0
RECQL4.chr8.145739292.145739511	chr8	145739292	145739511	0	0
RECQL4.chr8.145739553.145739766	chr8	145739553	145739766	0	0
RECQL4.chr8.145739806.145739929	chr8	145739806	145739929	0	0
RECQL4.chr8.145740300.145740476	chr8	145740300	145740476	0	0
RECQL4.chr8.145740514.145740646	chr8	145740514	145740646	0	0
RECQL4.chr8.145740690.145740861	chr8	145740690	145740861	0	0
RECQL4.chr8.145741128.145741294	chr8	145741128	145741294	0	0
RECQL4.chr8.145741352.145742168	chr8	145741352	145742168	0	0
RECQL4.chr8.145742414.145742594	chr8	145742414	145742594	0	0
RECQL4.chr8.145742778.145742912	chr8	145742778	145742912	0	0
RECQL4.chr8.145742966.145743039	chr8	145742966	145743039	0	0
RECQL4.chr8.145743065.145743188	chr8	145743065	145743188	0	0
CDKN2A.chr9.21968211.21968261	chr9	21968211	21968261	0	0
CDKN2A.chr9.21968707.21968790	chr9	21968707	21968790	0	0
CDKN2A.chr9.21970881.21971227	chr9	21970881	21971227	0	0
CDKN2A.chr9.21974459.21974846	chr9	21974459	21974846	0	0
CDKN2A.chr9.21994118.21994350	chr9	21994118	21994350	0	0
FANCG.chr9.35074088.35074233	chr9	35074088	35074233	0	0
FANCG.chr9.35074348.35074511	chr9	35074348	35074511	0	0
FANCG.chr9.35074904.35075099	chr9	35074904	35075099	0	0
FANCG.chr9.35075256.35075342	chr9	35075256	35075342	0	0
FANCG.chr9.35075442.35075771	chr9	35075442	35075771	0	0
FANCG.chr9.35075939.35076045	chr9	35075939	35076045	0	0
FANCG.chr9.35076409.35076600	chr9	35076409	35076600	0	0
FANCG.chr9.35076701.35076887	chr9	35076701	35076887	0	0
FANCG.chr9.35076948.35077118	chr9	35076948	35077118	0	0
FANCG.chr9.35077241.35077416	chr9	35077241	35077416	0	0
FANCG.chr9.35078118.35078360	chr9	35078118	35078360	0	0
FANCG.chr9.35078582.35078753	chr9	35078582	35078753	0	0
FANCG.chr9.35079128.35079258	chr9	35079128	35079258	0	0
FANCG.chr9.35079418.35079541	chr9	35079418	35079541	0	0
FANCC.chr9.97863972.97864152	chr9	97863972	97864152	0	0
FANCC.chr9.97869328.97869571	chr9	97869328	97869571	0	0
FANCC.chr9.97873461.97873647	chr9	97873461	97873647	0	0
FANCC.chr9.97873725.97873939	chr9	97873725	97873939	0	0
FANCC.chr9.97876891.97877012	chr9	97876891	97877012	0	0
FANCC.chr9.97879577.97879692	chr9	97879577	97879692	0	0
FANCC.chr9.97887348.97887487	chr9	97887348	97887487	0	0
FANCC.chr9.97888791.97888883	chr9	97888791	97888883	0	0
FANCC.chr9.97897608.97897804	chr9	97897608	97897804	0	0
FANCC.chr9.97912185.97912389	chr9	97912185	97912389	0	0
FANCC.chr9.97933341.97933445	chr9	97933341	97933445	0	0
FANCC.chr9.97934299.97934449	chr9	97934299	97934449	0	0
FANCC.chr9.98002911.98003045	chr9	98002911	98003045	0	0
FANCC.chr9.98009694.98009818	chr9	98009694	98009818	0	0
FANCC.chr9.98011389.98011593	chr9	98011389	98011593	0	0
PTCH1.chr9.98209174.98209753	chr9	98209174	98209753	0	0
PTCH1.chr9.98211331.98211625	chr9	98211331	98211625	0	0
PTCH1.chr9.98212103.98212242	chr9	98212103	98212242	0	0
PTCH1.chr9.98215740.98215922	chr9	98215740	98215922	0	0
PTCH1.chr9.98218538.98218715	chr9	98218538	98218715	0	0
PTCH1.chr9.98220275.98220595	chr9	98220275	98220595	0	0
PTCH1.chr9.98221862.98222085	chr9	98221862	98222085	0	0
PTCH1.chr9.98224118.98224300	chr9	98224118	98224300	0	0
PTCH1.chr9.98229378.98229727	chr9	98229378	98229727	0	0
PTCH1.chr9.98231013.98231455	chr9	98231013	98231455	0	0
PTCH1.chr9.98232075.98232233	chr9	98232075	98232233	0	0
PTCH1.chr9.98238296.98238461	chr9	98238296	98238461	0	0
PTCH1.chr9.98239021.98239159	chr9	98239021	98239159	0	0
PTCH1.chr9.98239809.98240004	chr9	98239809	98240004	0	0
PTCH1.chr9.98240317.98240488	chr9	98240317	98240488	0	0
PTCH1.chr9.98241262.98241449	chr9	98241262	98241449	0	0
PTCH1.chr9.98242231.98242392	chr9	98242231	98242392	0	0
PTCH1.chr9.98242652.98242890	chr9	98242652	98242890	0	0
PTCH1.chr9.98244211.98244342	chr9	98244211	98244342	0	0
PTCH1.chr9.98244396.98244505	chr9	98244396	98244505	0	0
PTCH1.chr9.98247947.98248176	chr9	98247947	98248176	0	0
PTCH1.chr9.98268669.98268901	chr9	98268669	98268901	0	0
PTCH1.chr9.98270423.98270663	chr9	98270423	98270663	0	0
PTCH1.chr9.98278731.98278773	chr9	98278731	98278773	0	0
PTCH1.chr9.98278885.98279122	chr9	98278885	98279122	0	0
XPA.chr9.100437701.100437889	chr9	100437701	100437889	0	0
XPA.chr9.100447185.100447342	chr9	100447185	100447342	0	0
XPA.chr9.100449358.100449563	chr9	100449358	100449563	0	0
XPA.chr9.100451796.100451941	chr9	100451796	100451941	0	0
XPA.chr9.100455911.100456061	chr9	100455911	100456061	0	0
XPA.chr9.100459383.100459594	chr9	100459383	100459594	0	0
GALNT12.chr9.101569961.101570371	chr9	101569961	101570371	0	0
GALNT12.chr9.101585518.101585727	chr9	101585518	101585727	0	0
GALNT12.chr9.101589014.101589243	chr9	101589014	101589243	0	0
GALNT12.chr9.101594034.101594259	chr9	101594034	101594259	0	0
GALNT12.chr9.101597511.101597668	chr9	101597511	101597668	0	0
GALNT12.chr9.101599234.101599450	chr9	101599234	101599450	0	0
GALNT12.chr9.101602264.101602435	chr9	101602264	101602435	0	0
GALNT12.chr9.101606358.101606511	chr9	101606358	101606511	0	0
GALNT12.chr9.101608239.101608425	chr9	101608239	101608425	0	0
GALNT12.chr9.101611214.101611391	chr9	101611214	101611391	0	0
TSC1.chr9.135771602.135772161	chr9	135771602	135772161	0	0
TSC1.chr9.135772551.135772752	chr9	135772551	135772752	0	0
TSC1.chr9.135772790.135773017	chr9	135772790	135773017	0	0
TSC1.chr9.135776082.135776244	chr9	135776082	135776244	0	0
TSC1.chr9.135776956.135777106	chr9	135776956	135777106	0	0
TSC1.chr9.135777972.135778194	chr9	135777972	135778194	0	0
TSC1.chr9.135779018.135779224	chr9	135779018	135779224	0	0
TSC1.chr9.135779778.135779861	chr9	135779778	135779861	0	0
TSC1.chr9.135780948.135781546	chr9	135780948	135781546	0	0
TSC1.chr9.135782098.135782242	chr9	135782098	135782242	0	0
TSC1.chr9.135782668.135782777	chr9	135782668	135782777	0	0
TSC1.chr9.135785938.135786099	chr9	135785938	135786099	0	0
TSC1.chr9.135786369.135786520	chr9	135786369	135786520	0	0
TSC1.chr9.135786820.135786975	chr9	135786820	135786975	0	0
TSC1.chr9.135787649.135787864	chr9	135787649	135787864	0	0
TSC1.chr9.135796730.135796843	chr9	135796730	135796843	0	0
TSC1.chr9.135797186.135797380	chr9	135797186	135797380	0	0
TSC1.chr9.135798715.135798899	chr9	135798715	135798899	0	0
TSC1.chr9.135800954.135801146	chr9	135800954	135801146	0	0
TSC1.chr9.135802568.135802711	chr9	135802568	135802711	0	0
TSC1.chr9.135804134.135804279	chr9	135804134	135804279	0	0
RET.chr10.43572687.43572799	chr10	43572687	43572799	0	0
RET.chr10.43595887.43596190	chr10	43595887	43596190	0	0
RET.chr10.43597770.43598097	chr10	43597770	43598097	0	0
RET.chr10.43600380.43600661	chr10	43600380	43600661	0	0
RET.chr10.43601804.43602039	chr10	43601804	43602039	0	0
RET.chr10.43604459.43604698	chr10	43604459	43604698	0	0
RET.chr10.43606635.43606933	chr10	43606635	43606933	0	0
RET.chr10.43607527.43607692	chr10	43607527	43607692	0	0
RET.chr10.43608281.43608431	chr10	43608281	43608431	0	0
RET.chr10.43608984.43609143	chr10	43608984	43609143	0	0
RET.chr10.43609908.43610204	chr10	43609908	43610204	0	0
RET.chr10.43612012.43612199	chr10	43612012	43612199	0	0
RET.chr10.43613801.43613948	chr10	43613801	43613948	0	0
RET.chr10.43614959.43615213	chr10	43614959	43615213	0	0
RET.chr10.43615509.43615671	chr10	43615509	43615671	0	0
RET.chr10.43617374.43617484	chr10	43617374	43617484	0	0
RET.chr10.43619099.43619276	chr10	43619099	43619276	0	0
RET.chr10.43620311.43620450	chr10	43620311	43620450	0	0
RET.chr10.43622003.43622219	chr10	43622003	43622219	0	0
RET.chr10.43623540.43623737	chr10	43623540	43623737	0	0
BMPR1A.chr10.88635756.88635862	chr10	88635756	88635862	0	0
BMPR1A.chr10.88649799.88650001	chr10	88649799	88650001	0	0
BMPR1A.chr10.88651864.88652006	chr10	88651864	88652006	0	0
BMPR1A.chr10.88659531.88659667	chr10	88659531	88659667	0	0
BMPR1A.chr10.88659764.88659903	chr10	88659764	88659903	0	0
BMPR1A.chr10.88671977.88672161	chr10	88671977	88672161	0	0
BMPR1A.chr10.88676871.88677103	chr10	88676871	88677103	0	0
BMPR1A.chr10.88678909.88679246	chr10	88678909	88679246	0	0
BMPR1A.chr10.88681257.88681472	chr10	88681257	88681472	0	0
BMPR1A.chr10.88683113.88683283	chr10	88683113	88683283	0	0
BMPR1A.chr10.88683331.88683493	chr10	88683331	88683493	0	0
PTEN.chr10.89622927.89624325	chr10	89622927	89624325	0	0
PTEN.chr10.89653762.89653886	chr10	89653762	89653886	0	0
PTEN.chr10.89685250.89685334	chr10	89685250	89685334	0	0
PTEN.chr10.89690783.89690866	chr10	89690783	89690866	0	0
PTEN.chr10.89692750.89693028	chr10	89692750	89693028	0	0
PTEN.chr10.89711855.89712036	chr10	89711855	89712036	0	0
PTEN.chr10.89717590.89717796	chr10	89717590	89717796	0	0
PTEN.chr10.89720631.89720895	chr10	89720631	89720895	0	0
PTEN.chr10.89725024.89725249	chr10	89725024	89725249	0	0
SUFU.chr10.104263890.104264111	chr10	104263890	104264111	0	0
SUFU.chr10.104268906.104269080	chr10	104268906	104269080	0	0
SUFU.chr10.104309707.104309883	chr10	104309707	104309883	0	0
SUFU.chr10.104352319.104352501	chr10	104352319	104352501	0	0
SUFU.chr10.104353373.104353498	chr10	104353373	104353498	0	0
SUFU.chr10.104353730.104353842	chr10	104353730	104353842	0	0
SUFU.chr10.104356877.104357070	chr10	104356877	104357070	0	0
SUFU.chr10.104359170.104359321	chr10	104359170	104359321	0	0
SUFU.chr10.104375005.104375179	chr10	104375005	104375179	0	0
SUFU.chr10.104377027.104377205	chr10	104377027	104377205	0	0
SUFU.chr10.104378803.104378848	chr10	104378803	104378848	0	0
SUFU.chr10.104386912.104387020	chr10	104386912	104387020	0	0
SUFU.chr10.104389803.104389932	chr10	104389803	104389932	0	0
FANCF.chr11.22646215.22647376	chr11	22646215	22647376	0	0
WT1.chr11.32410584.32410745	chr11	32410584	32410745	0	0
WT1.chr11.32413498.32413630	chr11	32413498	32413630	0	0
WT1.chr11.32414192.32414321	chr11	32414192	32414321	0	0
WT1.chr11.32417783.32417973	chr11	32417783	32417973	0	0
WT1.chr11.32421474.32421610	chr11	32421474	32421610	0	0
WT1.chr11.32438016.32438106	chr11	32438016	32438106	0	0
WT1.chr11.32439103.32439220	chr11	32439103	32439220	0	0
WT1.chr11.32449482.32449624	chr11	32449482	32449624	0	0
WT1.chr11.32450023.32450185	chr11	32450023	32450185	0	0
WT1.chr11.32452056.32452105	chr11	32452056	32452105	0	0
WT1.chr11.32456226.32456911	chr11	32456226	32456911	0	0
DDB2.chr11.47236668.47236834	chr11	47236668	47236834	0	0
DDB2.chr11.47237867.47238043	chr11	47237867	47238043	0	0
DDB2.chr11.47238389.47238620	chr11	47238389	47238620	0	0
DDB2.chr11.47254345.47254530	chr11	47254345	47254530	0	0
DDB2.chr11.47256104.47256243	chr11	47256104	47256243	0	0
DDB2.chr11.47256288.47256505	chr11	47256288	47256505	0	0
DDB2.chr11.47256801.47256983	chr11	47256801	47256983	0	0
DDB2.chr11.47259368.47259572	chr11	47259368	47259572	0	0
DDB2.chr11.47259669.47259754	chr11	47259669	47259754	0	0
DDB2.chr11.47260331.47260417	chr11	47260331	47260417	0	0
